gene,max_score
SLC44A3,0.5999923618880445
EDN3,0.5998854305687753
LONRF2,0.5997796132371772
PRDX6,0.5984830196967252
HBP1,0.5981938060211359
XCR1,0.5980197905749735
SLMAP,0.5978319814910811
KCTD12,0.5977981660510622
RAP2C,0.5974874604114756
GART,0.5972820297195961
RPRM,0.5971817497099521
NFILZ,0.5968953241879257
YDJC,0.5963544463581458
RPS26,0.5958809003169753
OPA1,0.5957910002994042
PLCE1,0.5957026110068632
PXK,0.5956509557059404
DNAJC24,0.5950689320552105
CNTN5,0.5948839174807186
HAPLN1,0.594369919555553
TUFM,0.5940206319011968
PRKAB1,0.5937269798269063
MEX3C,0.5936333438257937
LRRTM4,0.593596573770654
SMAD4,0.5935040991445603
MTX1,0.5932999502760534
MAPK13,0.5931981543176055
MTRFR,0.5931241768319271
CPVL,0.5925743336343344
ST3GAL6,0.5925474225384119
EGR2,0.5919950648879302
OSTM1,0.5919029861732753
SDF4,0.5917594022150158
MAST4,0.5913662580097473
TNC,0.5911624966440148
WDPCP,0.5910973635788483
MACROD2,0.590689490977497
ZC3H12D,0.5901976268096312
ANXA11,0.5900556171369901
LILRB3,0.589914777187013
FCGR2C,0.5897360489752722
PDK1,0.5894644638202984
DAW1,0.5894596860986202
SLC30A8,0.5893674507782288
GSTCD,0.589316612157117
CA10,0.5890112194096669
HELZ2,0.5885869755426166
GZMB,0.5884394161424527
MEIS2,0.5884141057737264
TRAFD1,0.588199977201499
CDKN1B,0.5878259108253945
BBS7,0.5877399562979599
ATM,0.5876201205564264
MRPS31,0.5875969894406669
SYNE2,0.587197905401043
INSL4,0.5861687790013718
PNPLA1,0.5861032736078916
AGO1,0.5861001597873573
REV3L,0.5856243760913572
ZSWIM7,0.5855347481234345
DGLUCY,0.5854328686708169
FGF10,0.5851328132320156
FADS3,0.5842297472421053
CYP26B1,0.5841428614729072
CDK6,0.5838384360244888
MFN2,0.5838220203978634
FAM98B,0.5834746474142793
BHLHE40,0.5834047304571722
NSRP1,0.5833028489945682
LINGO1,0.5827762861501133
SLAMF7,0.5825546979240076
ZNF366,0.5820284591206719
PPARG,0.5819163658758242
SLC24A2,0.581794730440606
HIPK1,0.5816533118464949
KCNK12,0.5809618400524882
TMCO4,0.5809329570674054
VWC2,0.5807450607370372
KIN,0.5806232410796038
RTEL1,0.5801896806819609
SLC22A5,0.5796624772585853
CHLSN,0.5790944130617549
P3H2,0.5790850343391041
TFCP2L1,0.5788406364112916
SYN2,0.5787315400390632
FRMD4A,0.5787181670112475
SLC12A7,0.5785033913011229
ASAP2,0.5781023428505134
RREB1,0.5779109696895618
GRHL2,0.577846052078861
BEND3,0.5776917694797599
DNMT3B,0.5776406456834393
MT-CO1,0.57753425773104
MT-ND2,0.57753425773104
MT-CO2,0.57753425773104
MT-ND1,0.57753425773104
CD47,0.5771696359711989
THSD4,0.576799120452239
MMP16,0.5764496416145618
STAT5B,0.5764491061218124
XKR6,0.5762987669480768
PHGDH,0.5758939598345085
RHOH,0.575691869645521
ZNF395,0.5754603535545674
SEC16A,0.5753131182488888
PLEKHG7,0.5752843566191284
NRP1,0.5752814745364065
IPPK,0.5750117382654782
ICE2,0.5750067824947808
TGFB2,0.574767726038712
ILRUN,0.574650583448734
PLXNA4,0.5742305892932501
ARMC12,0.57400087545084
MAP2K4,0.573344416833521
PRKRA,0.5733200507433138
PFKFB3,0.5730722541433492
CYP2W1,0.5728266177985828
CFDP1,0.5727565482160277
PHB1,0.5723106055735714
TRPV4,0.5722651758757021
ZNF800,0.5722013816576713
C1orf52,0.5720405670874282
CHRM2,0.5716545597948625
RDH12,0.5713986624679906
SLC15A2,0.571290664359173
C12orf75,0.5710595009617863
ZMIZ1,0.5702985938151716
MFHAS1,0.5702805398051745
IGSF9B,0.5702805398051745
ZBTB21,0.5701966507462259
CARD8,0.5698687719630963
MBOAT1,0.5693783138838334
IFNG,0.5688273839642564
LEKR1,0.5688260659336677
SS18,0.568494931129894
TNFRSF1B,0.5684701868598605
ITGAV,0.5676777983049442
CREB5,0.5676022692584313
SDK1,0.5675259028259505
PDE4D,0.5674493480718487
CSRNP3,0.5673567662283623
KDM4C,0.5668774361450383
IL1RAPL1,0.5668374393198161
ZNF679,0.5666395617189276
TRAPPC11,0.5665243276654996
TPPP,0.5659307522393552
ATXN2L,0.5658258150505223
MAP3K20,0.5653094997623943
FOXI2,0.5652302169257236
RPH3A,0.5652142865219935
ABCB1,0.5651757000942598
DNAI4,0.5643271365459044
VWA7,0.564186469523136
CTIF,0.5640608638532065
GPC5,0.5632613137387987
HSPA6,0.5632337004311256
EPHA5,0.563098866421842
ANKRD30A,0.5625433714406897
KIF21B,0.5623525229915025
C1GALT1,0.5622633342434851
CCDC91,0.5622633342434851
SGIP1,0.5622181118824985
PTPN1,0.5621802810993929
PRDM6,0.5620870073977188
CERS4,0.561687504736762
ARNT2,0.5614290363971062
MYRFL,0.5614253547428533
NCBP1,0.5593844239042536
FAAP24,0.5593038376043256
ERCC2,0.5592963338026914
MLKL,0.5592963338026914
NAA25,0.5590462076041349
PAH,0.5588462588127706
TMEM164,0.5588308855698662
FOXN3,0.5585050694636176
IRS2,0.5584983857738426
PCDH20,0.5584983857738426
GRIA1,0.5584983857738426
CD109,0.558485881446588
LMO4,0.5584522921721186
GALNTL6,0.5584522921721186
CDK5RAP2,0.5584304407980956
GPR26,0.5584192508346368
SLC7A5,0.5583294187043389
CRYBG1,0.5576500872678197
ARPC2,0.5575608472398058
ZSWIM6,0.5572590234573448
RBBP8,0.5572590234573448
CAMK4,0.557187176450543
NFKBIL1,0.5568646106122449
BCAT1,0.556785726095475
BCL2,0.5567500145212679
CLVS1,0.5565687718969339
KAZN,0.5564436028227098
CD302,0.5563149211832932
TMEM132E,0.5562662279125001
SNX31,0.5562364252646546
KCNH7,0.555965560098969
AGPAT4,0.5556935458017769
PTPRR,0.5554286388562892
PCP4,0.5554286388562892
SPOCK1,0.5554286388562892
CEP72,0.5553694564408627
ADCY8,0.5549889138236388
XCL1,0.5547595211221888
SLC15A5,0.5546092176282106
ANXA3,0.5541238709390605
DCDC1,0.5541203262710398
PANX1,0.5539797980440463
RGS8,0.553926222063414
AGK,0.55343796987803
FAM120B,0.553326251263922
ARAP1,0.5532719205204858
SDCCAG8,0.553242600347003
IGF2BP2,0.553239130521502
YES1,0.5529673541782383
DAG1,0.5526805247316041
TMEM17,0.5526667171953219
TMEM207,0.5526152848933661
IDUA,0.5516724584886868
RPL6,0.5514397228714354
SFRP1,0.5513214642453583
FNIP1,0.5509923814495161
RSRP1,0.5503679743916267
FANCE,0.5503679692472044
NACA2,0.5501109772617487
ZBED6,0.5499557220566551
ZC3H11A,0.5499557220566551
PGBD5,0.5495832215886063
M6PR,0.5495787001402954
BLID,0.5493172088691329
TBC1D2,0.5490295770379683
GRAMD1B,0.5487717955850113
STEAP3,0.5486676728922985
VPS13C,0.548548049153453
DNAJC21,0.5479842071968074
GCHFR,0.5479298485622853
INSR,0.5478929470750368
ACP1,0.5478567513763624
PAPOLG,0.5476439759190521
ATXN10,0.547513912501301
SPATA2,0.5474255476892546
TIGD2,0.5473585675724773
SESN1,0.5473140200881218
LCP1,0.5471938514261327
MT-ATP6,0.547137717850459
MT-ATP8,0.547137717850459
MT-ND4L,0.547137717850459
MT-ND3,0.547137717850459
MT-ND4,0.547137717850459
ENG,0.547137717850459
FOXD3,0.547137717850459
CHRNG,0.547137717850459
MT-CO3,0.547137717850459
PPP4R3B,0.5469801551852626
DNASE1,0.5466597540992505
TENT4A,0.5465581731114912
CDCA7,0.5461084410857021
FYB1,0.5460641608147053
PREP,0.5459770253071841
USP34,0.5458852930285258
HNRNPAB,0.5457358555649209
RFX3,0.5454636352231719
NINJ2,0.5453752239767325
STK39,0.5453722203508161
PLXNA2,0.5453722203508161
TMEM196,0.5453657850576327
PLGRKT,0.5450265738266195
PRXL2B,0.5449838686328343
MINAR2,0.5447278578535917
C7orf33,0.5439872784388793
SMIM29,0.5439214076279012
RNASEL,0.5438409257562241
TSPAN18,0.5437457990572753
MAML2,0.5436369807678761
CCRL2,0.5435707677495341
TICAM1,0.5434013695812988
EGFLAM,0.5433911002158134
ATG4C,0.5433263165641075
MYRIP,0.5431156118332219
RYR2,0.5431156118332219
EPAS1,0.5431154604617976
TM4SF4,0.5429711216721906
SYT2,0.5426631146766536
SCG2,0.5425227901712839
ARHGAP24,0.5424807912290335
PAPPA,0.5424807912290335
LMO7,0.5424427842004711
LEMD2,0.5424408040223159
MFSD12,0.5421906668496618
NOS1,0.5421884979860137
KRT222,0.5421490162897286
SNAI1,0.5420100174012156
GATA6,0.5419863280111122
PRKX,0.5418464986406509
EDEM3,0.541786002323598
SLC2A13,0.541742292922706
CCDC18,0.5416901881201208
GPR158,0.5416817700294959
TNFRSF6B,0.5415192904440488
PDE8A,0.5415073635625807
TEX48,0.5413431721312684
KCNJ2,0.5412686776479254
COX10,0.5412302614147914
RAPH1,0.5412302614147914
MDFIC2,0.5410563641616525
TNFRSF13B,0.5408139437924323
ATP8A2,0.5406226472489287
ENSG00000293584,0.5404189953955328
DDAH1,0.5403100406111685
ATXN2,0.5402605268713886
RAPGEF4,0.5402322043019031
CCDC175,0.5402184942891948
L3MBTL3,0.5398950853546661
SF3A3,0.5397015041153721
NTMT2,0.5392361897848911
DCHS2,0.5390428517776747
SLC22A23,0.5390215481067305
CEBPA,0.5389997909251294
WDR41,0.5389737256223057
MUC16,0.5386259543033669
KLF5,0.5381501232784353
WDR37,0.5378489994550292
DMPK,0.5378365652460726
BORCS5,0.5378040098360347
NPHP4,0.5376850515974254
DNAJB9,0.5376742746475003
KALRN,0.5375570819514672
PRPS2,0.5373646745409968
ANK3,0.5372328733562771
RCC1,0.5372086901097024
ARHGAP15,0.5371134640887648
DMRT1,0.5370696810923501
PIK3C3,0.5370239449920692
SOX5,0.5370022895254318
LCE3A,0.5367631609659067
DCBLD1,0.5366876161218052
TRIM14,0.5363279493200526
SLC39A11,0.5362729046758673
ADAM19,0.5360646323560373
PDE7B,0.53599381374277
TECTA,0.5359413544440026
SIGLEC5,0.5358286041236209
ATP23,0.5356115852660913
GAS2,0.5354437331858871
SPHK2,0.5350786888388357
DTNB,0.5347036900920417
ORMDL3,0.5344985722510897
RASGRP3,0.5343412116896414
SAE1,0.5342061233738684
IGLL5,0.5340859083293725
DNMT3L,0.5340071387846005
SLC9A2,0.5333938960619033
VHL,0.5332295430546903
STPG4,0.5330084245395273
SGO2,0.5327933602748296
PRDM16,0.5326758880913806
PHACTR3,0.5326418522139913
SBNO2,0.532614780013088
L3HYPDH,0.5322764675304635
IER5L,0.5321139204591535
SENP7,0.5320782508074802
CHIT1,0.5320570561135797
LAMA5,0.5319394479101685
MYO5B,0.5319394479101685
STEAP2,0.5308152538104012
TECTB,0.5308152538104012
CFAP69,0.5308152538104012
INTS11,0.5306738483045926
PKP2,0.5305476133780918
LMOD3,0.5301137096272494
VGLL1,0.5300981803447345
F10,0.5299304246702035
CASR,0.5299072753220585
FGD2,0.5297381614596276
ASPH,0.5297346298758058
PPDPFL,0.5297346298758058
HTT,0.5296863511520485
HEATR3,0.5296561498633379
NR3C1,0.5295697338866425
ENTREP1,0.5295070384563331
L1CAM,0.5293943090678009
EPS15L1,0.5292525391739922
CASP7,0.5292289697392155
BCL11A,0.5291640042250328
RNF216,0.5290495071104055
ARID2,0.5288048358419993
ACTL9,0.5287150448780803
TNP2,0.528707451490678
RTN1,0.5286752543625353
UBE3D,0.5283160184476903
STAP2,0.5282603888547823
IL1B,0.5282195069659656
USP18,0.5281100303128521
ALCAM,0.5277984172298077
DPP6,0.5276599790079369
NXPH1,0.5276599790079369
EVC2,0.5276599790079369
STK32A,0.5276599790079369
ACTR2,0.527589021878847
EPHA4,0.5274462423859698
KLHL1,0.5274462423859698
DOCK10,0.5274462423859698
LAMA2,0.5274462423859698
ABI3BP,0.5274462423859698
GABRB3,0.5274462423859698
ADAMTS17,0.5274462423859698
NPIPB6,0.5273949501889811
TRPS1,0.5273124678661844
MDGA1,0.5267736848248982
VIT,0.5267455625670464
MTHFR,0.5265121966540003
PELI2,0.5262820249853171
DMRTA1,0.5262506854081775
MYB,0.5261367767964108
CA12,0.526032839797539
ANXA2,0.5260004076328234
SHMT1,0.5259615571531037
FAM53B,0.5258166393229754
AUH,0.5257345952169272
PSMA6,0.5254220772164183
SH3PXD2A,0.5249329953559186
PATJ,0.5249186642396485
PREX1,0.5248872432162462
TMEM178A,0.5247913633245987
DNAJC28,0.5247322531286144
NLRC5,0.5246775856470091
WAPL,0.5245774514427587
LTBR,0.5245329397078
EIF2AK3,0.5244673960643653
CCDC179,0.5243884679074152
CENPO,0.5240080766594896
VGLL2,0.5237211368046766
ADAMTS2,0.5237211368046766
UNC5C,0.5232432921186193
ASCC2,0.5230822044233556
IL7,0.5227242522186296
NICN1,0.5226800756342926
KLF2,0.5226329995097292
NCKAP5,0.5223121980142553
TMEM128,0.5221315465642752
RRAS2,0.521741828310682
SYT1,0.5212245629606758
GPATCH2,0.5207851693621596
NTN1,0.5206287969456347
RNF145,0.5204590342528925
ACSL6,0.5203885078186622
SLA,0.5203151533350263
MALT1,0.5202004142047842
FLI1,0.5200941483679526
DLC1,0.5200550767530004
DIPK1A,0.5199290958683944
MARCHF5,0.5193869359809343
NR2F1,0.5193869359809343
HSBP1,0.5193809445431812
S1PR4,0.5192601301330262
GPR55,0.5191585245178475
ATP6V1G3,0.5186219902369856
SYMPK,0.518599443191857
PLPPR1,0.5184328604369214
EMB,0.5184061840191446
EYS,0.5183149670273705
DGKB,0.5183149670273705
WWOX,0.5182412069477128
ZFYVE26,0.5182265312682385
CDH17,0.5182070588161792
MACF1,0.5181053127538107
HMGA2,0.5179232620469498
PKIA,0.5178869145876592
NREP,0.5177984973172092
TNIP3,0.517596164165532
MCF2L,0.5175852290203923
NEGR1,0.5173892140178196
SYPL1,0.5173070108445803
AGR3,0.5172417336819507
VWF,0.5170296700900555
TADA2B,0.5162873895165578
FMN1,0.5159722947672148
TBX15,0.5159722947672148
ACAP1,0.5157501981490205
PHF5A,0.5155495020556881
EFR3B,0.5150516373798344
RGS4,0.5148288904912939
PRM3,0.5147311825052813
ARHGAP42,0.5146495253120419
RGS7,0.5146495253120419
NAALADL2,0.5146495253120419
LHFPL3,0.5146495253120419
TAFA4,0.5146495253120419
CRPPA,0.5146495253120419
NYAP2,0.5146495253120419
DAB1,0.5146495253120419
TMEM132D,0.5146495253120419
GUCY1A2,0.5146495253120419
ARPC5,0.5145585119941689
SLC22A25,0.5144402318149616
EFNA5,0.5142768214413699
AFG2A,0.5136603383851924
SMOC2,0.5134880662469402
HELZ,0.5132597766792943
THOC2,0.5130602166360899
RTRAF,0.5130602166360899
GPA33,0.5129716624864957
DEF8,0.5129158757721174
DIPK1C,0.5123119243486098
HDAC8,0.5123119243486098
GPR156,0.5118723363230291
CCDC81,0.5117382446010421
CDH8,0.5117203937929162
KCNJ16,0.5115785865633832
PBX3,0.5115420636903224
ELFN1,0.5114921284917449
GPX1,0.5113048899655706
IFITM2,0.5112113756772085
PVR,0.5111471386706514
NLRP8,0.5110449684107288
FBXL20,0.5108687300838942
CRYBA4,0.5106852866582667
MYCN,0.5106852866582667
ADARB2,0.5106852866582667
RAB38,0.5106852866582667
IQCB1,0.5106521623182796
KIF9,0.5100288983293633
CNOT7,0.5099536232343203
CPXM2,0.5099456802342898
CTSB,0.5099195487510128
RNF125,0.5097873846068244
NUP98,0.5097241737483225
PAX7,0.5096377746126171
SLC25A37,0.5095004124107151
C1QL2,0.5091849262479583
DLL1,0.5087227122914614
NAV2,0.5087227122914614
ELP1,0.5086211814290926
GLP1R,0.5085426340954499
LRRC43,0.5084560516490689
LPIN3,0.5083637338425799
TRIM49,0.5079207869430341
PSD3,0.5078509354075647
SLC25A21,0.5078509354075647
ZNF804A,0.5076496930319592
ZNF804B,0.5072886230045148
NUP205,0.5068531661022952
HBS1L,0.506671508514134
CH25H,0.5061980523315494
FLVCR1,0.5061199843280284
CABCOCO1,0.5061197998340541
KCNE4,0.5061197998340541
SPIN4,0.5061197998340541
PHOSPHO1,0.5054655284650073
LRRC3B,0.5051910157151619
GPR78,0.504600978164217
PALLD,0.5043959698648953
PDE2A,0.5043579376397006
SLC25A30,0.5043141593792081
ENSG00000283128,0.5043141593792081
RAB5B,0.5042413883131771
DRAM1,0.5042295255702078
FCGR3A,0.504109587571824
CEP120,0.5040776119205485
QRFPR,0.5033230018249956
KCTD16,0.5032967717250367
GCN1,0.5032564742007758
TRPC7,0.5029276414300814
MAL2,0.5028998056665798
TBC1D4,0.502802620981836
WFS1,0.5027522313551874
BMP5,0.5025664815690678
ACER2,0.5025035119269955
MTHFS,0.5020807880938403
DOCK3,0.5020608262134989
BBS9,0.5016516781791414
VEGFA,0.5013278039562974
CHCHD6,0.5012375106543563
TMEM171,0.5011670823852413
GCG,0.5009194137723377
CD244,0.5008584133520741
ELOA,0.5006382366264701
C20orf204,0.5006193674807713
ERBB4,0.5005485174240749
SH3BP4,0.5005485174240749
MGMT,0.5005485174240749
BPNT2,0.5005485174240749
PPP1R3D,0.5004774960602038
AMER2,0.5004051635504554
FRY,0.4999039832349354
PUSL1,0.4996967549736577
NELFE,0.4995999439733498
TAF11,0.4994379998211943
NMNAT2,0.4989827187485202
ADAM18,0.4989827187485202
WBP4,0.4989192401053623
MTRR,0.4987784428123187
SCRN1,0.4986660134527632
SHCBP1L,0.4986296271878844
PPHLN1,0.4986296271878844
AAK1,0.4986296271878844
CDH3,0.4986296271878844
GPR25,0.4984326122750312
IL22RA2,0.4981163434024316
CHSY3,0.4979762992421965
ELOVL2,0.497963727666425
ACTN1,0.4979330089555298
GLI3,0.4978785545966264
GTF2IRD2,0.4977954683571049
TVP23A,0.4973620703257139
NECAB2,0.4970485016391956
ADGRA1,0.4970231986887324
TSC22D4,0.4969866478725613
SLC24A5,0.4967905338952499
TMEM266,0.4967905338952499
B3GALT6,0.4965660997484425
MDM1,0.4964399734702909
RND3,0.495805523421802
AJAP1,0.495805523421802
HAS2,0.495805523421802
CYRIB,0.4955764018597154
CEP162,0.4955157267847312
CPA6,0.4955157267847312
CHRM3,0.4955157267847312
LRRC4C,0.4953820402498436
TLL1,0.4953820402498436
FOCAD,0.4953183967325591
MEOX1,0.4951368492593995
SGCG,0.4951247596468275
PLET1,0.4951247596468275
TRIM51G,0.4951247596468275
UQCRFS1,0.4951247596468275
NR2F2,0.4951247596468275
CASP10,0.4949700697443153
GORASP2,0.4949687841699994
ANK2,0.4948129482226824
FARP2,0.494762327485489
ARMT1,0.4947369981654008
NCOA2,0.4944224602671171
PTGIR,0.4941541794109835
UBASH3B,0.4937728145003571
SSU72L6,0.4935296996035135
ATP10B,0.4935296996035135
C5orf15,0.4932592592853705
MBNL1,0.4932099681500856
AEN,0.4930548782414778
MPI,0.4930262713052537
ARHGAP27,0.4928808026149677
SERTAD2,0.4927549485509767
PPEF2,0.4926722992625482
ARL4C,0.4924522237589663
RHOJ,0.4922690172810015
RCOR1,0.4919722575924795
LAG3,0.4914850076494358
CELSR1,0.4914601879304256
ZEB2,0.4908867897886721
KLF4,0.4905483266151005
PLPP1,0.4904246864008517
IFT46,0.4901248000627779
LTBP3,0.4901005907077946
CIMAP1B,0.4896938643740985
HRNR,0.489654586359864
MERTK,0.4894474249046907
SRP54,0.489376985874547
HERC2,0.4891628708624102
SH2B1,0.4890520165519338
CNTNAP4,0.4888048853513946
POU2AF1,0.4887611246199459
G3BP2,0.4887129788950498
MSX2,0.4881020224777243
CDC42EP3,0.4881020224777243
MANBA,0.4879397963638456
ASXL1,0.4878278237184904
UNC13A,0.4877943649740096
LYN,0.4877647091972265
ANKZF1,0.4875604996845201
SAT1,0.4875604996845201
ITPRID1,0.4871890338964135
ARHGAP12,0.4870821972492316
TMEM116,0.4870669407295541
MIER1,0.4869688160170263
IL17RD,0.4868679186731187
SMG7,0.4868037858993924
TMEM174,0.4867169563644225
CX3CR1,0.4863843250254259
PPP2R3A,0.4860984888962936
ADAMTSL1,0.4860984888962936
SPRY2,0.4860984888962936
DKK2,0.4860984888962936
FGF16,0.4860984888962936
RPS23,0.4860984888962936
ANGPT1,0.4860984888962936
TUSC1,0.4860984888962936
LRRC58,0.4856880385417361
KCNA1,0.4856880385417361
AGPAT5,0.4852775860509441
ZGLP1,0.4852603131703593
MDN1,0.4852448456439858
HMGA1,0.4849503148936838
IL1F10,0.4847851761126724
SPC24,0.4847456251815122
ABHD17C,0.4846820353112053
LYPLAL1,0.4844109550459305
TMEM86B,0.4842598299578938
JUND,0.4840116002296024
DMRTA2,0.4839922014546353
PPIP5K2,0.483899717049325
TRPC3,0.4838579026343392
NBDY,0.4837187035982192
RAN,0.4833137146670105
RUBCNL,0.4831627916718177
CDKN2C,0.4831087565586684
SLC2A4RG,0.4830774394305608
STARD10,0.4830375717836554
RGS22,0.4829890368547015
KCNS3,0.4828130235375695
CLEC1A,0.4826982314993789
MYNN,0.4825943699872577
MUCL1,0.4824592025469598
CDC14C,0.4822705005368045
CNTN1,0.4821509403868556
C10orf90,0.4820013464202723
GAL3ST2,0.4819197723249409
CDH20,0.4816079312375704
SERTAD4,0.4812468145673047
PPP1R3A,0.4808792508442264
RGMB,0.4808792508442264
ZNF248,0.4808792508442264
RASSF9,0.4808792508442264
SYT10,0.4808792508442264
DAAM1,0.4808792508442264
NPVF,0.4808792508442264
METTL4,0.4808792508442264
ZC3H15,0.4808792508442264
GPAM,0.4808792508442264
SPATA31D1,0.4808792508442264
NOX3,0.4808792508442264
MAGI2,0.4808792508442264
JARID2,0.4808792508442264
LINC03051,0.4808792508442264
STEAP1,0.4808792508442264
TACR1,0.4806181434645929
ZFP42,0.4806082717500849
TMEM258,0.48055715124954
DDC,0.4805564169576901
ACVR2A,0.4803695989311555
BMP2K,0.4803384370089538
RFTN2,0.4801973914965654
PDCD5,0.4800099644679736
CFH,0.4799502299640218
GSDMC,0.4798404433538059
MARK1,0.4797017108718976
B3GALT5,0.4797017108718976
DAD1,0.4796971937506555
CYFIP2,0.4789894961138013
TMEM67,0.4789756981771881
EN1,0.4785489530307014
HDAC9,0.4785489530307014
ALG10B,0.4785047853883566
C1orf174,0.4784676359587069
LRRC7,0.4784676359587069
ZSWIM2,0.4783911878261638
CD300LD,0.4780713172180518
ZC3H11B,0.4779714732815914
RFC3,0.4777453997679617
PIK3R1,0.4777453997679617
RGPD4,0.4777453997679617
IGF1R,0.4777453997679617
ETAA1,0.4777135772662481
KLRG1,0.4774342951916486
TMOD3,0.4774117387324125
RBM26,0.4772677227862407
TOM1,0.4771887699266889
REPS1,0.4771373593285544
STARD6,0.4771267386109905
CA8,0.4770628122920375
RETNLB,0.4770263918779968
TOB2,0.4768997676325356
UNC79,0.4762493012596107
TXK,0.4758634027856758
RAPGEF3,0.4758546088814724
ADGRF5,0.4757368028172956
GPR19,0.4754643958682689
CPNE8,0.47507173679868
GRID1,0.4744985963592343
ASIP,0.4744765721804083
MAL,0.4744441420073648
NPEPPS,0.4739697167868436
RNF135,0.4739332911799886
CCDC198,0.4739249911282806
LHX4,0.4739048524076278
SAMD5,0.4739013989293882
KLRK1,0.4738973494502139
FUCA2,0.4737827594279279
RAB44,0.4737024268905214
OS9,0.4733319387828243
CCR4,0.4732158360989436
RERGL,0.4730760960126253
NOVA1,0.4730324008891279
FREM2,0.4730324008891279
DAP3,0.4730028621389469
CIMAP2,0.4730028621389469
ITFG1,0.4728935116801951
STAM2,0.472799171594369
ARFIP1,0.472799171594369
METTL8,0.472799171594369
POU2F1,0.4726190356451217
ZNF621,0.4722681876548535
MAP3K14,0.4719071798622429
LCT,0.4716202647817423
PPIF,0.4715776836149208
COL13A1,0.4715234782846735
TP63,0.4707794619167032
ADRA2C,0.4707169984472538
TSC22D2,0.4705719005011482
ZNF638,0.4705128790960483
MAP3K1,0.470460453154433
CLPSL1,0.470388742627954
PRR18,0.4702478749875821
CCDC170,0.4701556319446339
NR1D2,0.4698200597146632
ANKRD44,0.4694534062271919
AIM2,0.4692553872591886
CILP2,0.4692506578567417
AIMP1,0.4690290989006968
GCFC2,0.4686214239098927
UFL1,0.4684173081119619
ANKRD7,0.4684173081119619
NRIP2,0.468356073772534
NARF,0.4681573034453143
ACP3,0.4681557557214152
ADGRE1,0.4680420977331724
DUSP16,0.4680233507363698
DSE,0.4675829207121165
NADSYN1,0.4674926995645707
ADGRG6,0.4674067447218709
SPDYE21,0.4673687939793028
B4GALNT3,0.4672396379552115
TPTE,0.4668620204802147
CCR2,0.4665486971881019
HDGF,0.4664291346051569
PRSS51,0.4662614190003857
PEX13,0.4661626715632158
ADAMTS16,0.4660577729577067
DNLZ,0.465986657043762
ETV3,0.4657181160011232
TNFRSF10C,0.4653226494771959
ADAMTS6,0.4653226494771959
ANKRD28,0.4651167903707284
TECR,0.4648323053998133
SKI,0.4647301164201297
USP46,0.4645349029629279
SOX11,0.4645349029629279
MBD2,0.4645349029629279
TYRP1,0.4645349029629279
FSIP2,0.46436267379999
ETV1,0.4643565259300454
EQTN,0.4638817570866302
ANXA6,0.4638807967402488
SLIT3,0.4635924806965789
SENP6,0.4635485816515781
TMEM179,0.4635450053813379
TRAPPC8,0.4633975112509034
FOXB2,0.4633500394999194
FCGR3B,0.4632904757085375
UGT1A6,0.463257839482311
C19orf47,0.463257839482311
SIT1,0.4627662677105876
STK24,0.4627049941965843
BMP2,0.4626895257518423
KLRC3,0.4626025164111472
FBXW8,0.4621131500991389
LRRC52,0.4620650145726838
RAF1,0.4620291543419317
GIMD1,0.4619130525923526
GPR149,0.4617562906025695
CEBPG,0.461181380746502
MRTFB,0.46090449542205
ARHGAP45,0.4602564043396275
TRPM3,0.4602251796291252
NCAM2,0.4602251796291252
FAT1,0.4602251796291252
PLSCR5,0.4602251796291252
CCNH,0.4602251796291252
